2.539840138953414872e+00 3.166205771198865477e+02
2.566918797305548505e-01 2.215300513281198036e+01
3.606743763989539442e-01 5.234784910273817360e+01
9.220818807792972027e-01 8.583798472649864664e+01
2.304077746027535234e-01 3.019905143986925395e+02
7.356238944202719843e-02 3.133196390276825127e+02
4.834465782946233414e-01 4.797105898691267356e+00
1.036489961454647446e+00 2.541893112409776734e+02
1.725536322908831188e+00 1.725427294617061875e+02
5.678376799563627841e+00 2.696388985106025302e+02
2.298816895657081361e+00 2.227410428406053313e+02
1.883730011401447690e-01 1.812434576365138028e+01
1.203582535046565205e+00 1.642513468060322737e+02
4.562793334463053352e-01 2.634544125521493925e+02
9.113165010892951834e-01 2.737135849803441374e+02
4.293358955291436629e+00 2.009606920814050568e+02
5.675042243340379322e+00 1.886017083631189166e+02
3.252180118343711790e+00 3.535781789137262763e+02
7.861188836986281459e-01 2.027745512454315957e+01
3.595020768387336307e+00 1.314310965494542813e+02
2.381265213378052525e+00 1.573052539923419317e+02
2.885510940076924769e+00 8.936552287221051927e+01
1.187043005690724407e-02 3.341256969534207428e+02
2.892314018264832143e-01 2.220359843211755617e+02
4.409150134703443413e-02 2.193730200143663467e+02
1.199198727821859656e-01 2.653183498652315961e+02
5.078844030535996090e-01 3.544548165473769359e+02
1.389766112255382380e+00 2.984224209087608983e+02
2.216824588169787891e-01 1.345511638136158581e+02
1.279766053411397486e-01 1.609874378245182243e+02
3.684193505040326500e+00 2.484475486634331389e+02
1.164371454160286312e+00 1.335093432545340306e+02
2.409685527325806653e+00 1.277283371868172708e+02
2.029468067745034077e+00 2.354640054428753899e+02
1.835693350220667819e+00 2.978289390578526650e+02
2.049735570676625596e+00 1.021987078606678097e+02
7.759105426252399518e-02 1.441618617749755344e+02
8.212793643461324677e-02 1.888531795179260371e+02
2.118510687092512779e+00 2.192149685256669329e+02
5.269409066536669961e-01 1.179658650020498527e+02
6.667300686569821444e-02 2.802322886949502845e+02
4.170393833249153026e+00 2.268618309784153553e+02
1.133416863404404618e+00 3.518950925778048600e+02
2.599315254704808176e-01 1.806086997487496149e+02
1.335768937540660062e-01 3.040255334978573956e+02
4.387698665002176313e+00 2.035403170914145790e+02
7.489529500299327847e-01 9.939049496029571173e+01
8.110933081935922662e-01 8.438896352089240338e+01
1.962786790361279454e-01 1.645192699706085193e+02
6.572932992654070272e-01 2.033356978426889157e+02
1.621738893092199429e-01 2.732809599842900639e+02
2.103312520589770251e+00 7.161814962797756756e+00
9.926801889319565309e-01 3.025761549281180578e+02
9.839647071763546471e-01 1.341298563129563206e+02
3.750352647163590625e-02 2.492176017221769087e+02
8.509834885017442119e-03 2.450898111240619812e+02
3.645868470531161698e-01 1.908561369264443286e+01
4.835996622560037927e+00 9.449438061491861163e+01
1.987134662397886942e-01 1.093528728459623096e+02
2.798086659092378969e+00 1.168562664281624919e-01
1.116937665446800398e+00 1.016523799570127267e+02
8.897759464671144425e-01 2.055735261087994274e+02
1.074055692648212101e+00 8.019355214187076797e+01
8.310504711169008907e-02 8.987586254054173196e+01
2.329203774440880004e+00 8.760580489292372874e+01
4.175005176917401251e-01 2.361200682418362931e+02
2.015514265260547333e-01 3.162875739079614164e+02
1.996776057700497597e+00 2.328278747543755003e+02
2.976842586289265569e-01 7.587499300547155201e+01
9.706550788444596733e-01 2.567712567847106087e+01
6.500541446794017020e-01 1.169409801632632551e+01
1.669766757341813790e+00 8.164707286372724582e+01
4.715859495821215219e-01 2.194351168212397951e+01
2.818466821178397197e+00 3.598709183146640953e+02
1.844918955370735691e+00 1.175279254514250482e+02
3.647930378790273931e-01 3.060043477837005526e+02
1.285388942961835923e-01 2.077185125233013991e+02
1.083979881669853373e+00 7.272872480547627561e+01
3.311016358686407202e+00 3.225697253377796301e+02
1.877136452492530916e+00 1.872570142184354438e+02
1.124773039703170330e+00 2.173105207462523936e+02
3.607759048765697418e-01 1.726569946661495010e+02
2.738887956569038273e-01 1.573291725730285862e-02
3.407987907537823880e+00 8.709574989045444227e+01
1.071797917084058138e+00 1.337525559711627352e+02
4.110058065218820111e+00 6.462211427629640070e+01
1.796093806888299227e-01 2.984001027013462704e+02
1.404641810313134176e+00 2.070014174995020539e+02
1.910452820369689553e+00 4.110366097704302746e+01
3.832074722285332857e+00 1.922620084918333916e+01
1.591533407217113893e+00 2.385291635465490572e+02
4.116018352057652763e+00 1.179246949955674211e+02
9.204295872393397637e-01 2.909135413158171346e+01
8.955646308976870085e-01 1.594265101905348558e+02
3.951848586684159059e-02 1.820479160604695323e+02
1.147350374788969063e-02 8.315519785448128687e+01
1.480586125006412734e+00 1.441627190252108903e+02
5.776998562810236049e-01 2.732372196986153767e+02
1.267901260023857501e+00 1.786657470482830092e+02
2.149358486905450505e-01 8.053351158687914335e+01
9.863605655287028817e-01 1.882897815183175396e+02
1.347230592852631359e+00 3.387663458425117256e+02
1.216047564366929734e+00 8.763276494812407691e+01
2.970226994778331076e+00 2.524570494788166570e+02
1.801362543098178559e+00 3.327489981101783769e+02
5.234458146808267376e-01 2.897480727403732317e+02
1.319516361657566694e-01 2.131470976542279629e+02
1.063382908381099945e+00 1.193194830237916726e+01
1.510292081593058056e+00 2.393748373180067546e+01
2.952940547652616043e+00 2.715138174440980379e+02
2.929242519702124348e-02 1.714304161707874030e+01
2.386961379666493244e+00 2.057336434169785733e+01
1.468605281271560870e+00 9.675704229865547745e+01
1.049270928123746671e-02 6.873514903908533036e+00
2.176865048893454002e+00 2.189250965152448316e+02
4.443115704372107011e-01 1.395263376072313122e+02
1.939565642054601469e-01 7.844046001963627113e+00
1.020959875808496120e+00 1.816685228291923124e+02
1.025058800400930004e+00 3.133882636886924615e+02
4.147091362536822423e+00 2.651303478303489101e+02
1.366916851925523702e-01 1.425613970589394341e+02
2.605974344180750357e-02 1.259240844018172254e+02
4.123738409154260598e-01 4.785935955552445620e+01
2.661772432398476163e+00 7.468313150254171262e+01
2.873848355874126792e-01 1.075952482905705381e+02
2.832749135664736073e-01 2.955460278599417165e+02
9.197840797083249864e-01 2.606761594656749637e+01
4.076753130712992501e+00 2.728987520928777144e+02
1.825835980274503889e-02 2.275829825233347776e+02
7.068230621440445560e-01 6.029914038783430463e+00
5.643626727250861119e-01 2.012912499238768191e+02
4.107500976821767402e-01 3.316620870598673037e+02
4.091998441935638109e-01 3.669735906437870909e+01
9.979819065448838344e-01 1.160585598250184702e+01
2.193907369201031798e+00 2.015375926249820395e+02
2.401061692826423233e+00 2.072104085139568213e+02
6.739060696895580183e-01 2.478891837870462496e+02
3.074006061564538150e-02 1.839790661655444239e+02
2.023077298662743218e+00 1.854624570525263891e+02
5.586019095200345230e-01 2.374645324506201050e+01
8.925327667653892849e-01 2.672270045507030645e+01
1.036679094285165803e+00 1.760906403323672009e+02
7.580558295086905485e-01 2.087795516216108282e+01
1.355960984607497810e+00 3.332826639679829128e+01
3.595851313975659380e+00 8.744432671091884046e-01
1.699262575215443327e-01 3.332952279719187914e+02
7.024465438669451611e-01 3.529672654243254328e+02
5.312394706515366494e-02 3.399685709536689728e+02
1.114070753572328210e+00 3.316083993942907568e+02
2.247785988309690897e+00 3.173866085659976761e+02
2.796134037616389900e+00 2.288444291375572561e+02
1.525346802116633427e+00 2.007301956413637356e+02
8.412814874721106229e-01 1.557546472202193684e+02
1.106556418277317988e-01 2.598401309057571780e+02
4.523308842056957602e+00 2.635604326276280744e+02
2.575584245510387227e-02 1.844779641454399552e+02
1.558173345965837786e+00 2.686994618602097873e+01
2.101125027978737236e+00 2.260940739559297583e+02
6.492307870812861204e-01 1.102546221203515842e+02
1.858261334909963480e+00 1.775954867892956557e+01
4.250237843626966772e+00 5.149783392620880562e+01
1.094029895792454354e+00 3.116337405429543423e+02
7.381588927832360980e-03 3.464136774472486309e+02
1.752918379789101477e+00 3.029540899067836790e+02
5.387710098659239666e-01 2.597925035762148127e+02
1.000417849655500069e+00 3.167790470360012378e+01
1.020521947965415954e-01 9.291555632599266801e+01
3.298899022710846118e-01 1.158418487697102961e+02
5.913100248434686179e+00 7.690864865127549876e+01
5.453339492239372976e-01 1.157221125964907316e+02
3.610879852565367365e-01 2.657335678476698604e+02
1.066903946653561031e+00 1.687245862917967827e+02
4.565808828189651614e+00 1.928764702435144329e+02
1.470062564318322051e+00 9.541345562276036674e+01
1.771897311992933766e-01 2.292385704788772784e+02
3.173377666557893662e+00 2.617091188272153772e+02
2.923033607691301050e+00 7.711106952480788479e+00
4.175392881023400893e-01 2.337460894574718395e+02
4.178863983790270797e-01 2.239029339175133160e+01
5.949109546601221155e-01 2.549053910141308563e+02
1.097581973739325534e-01 1.970121789554358429e+02
1.580032572604439522e-01 1.628594975253736266e+02
9.167210846833862004e-01 2.580037361522168453e+02
1.498114453590406736e+00 1.986024485125902004e+02
2.678792220880555242e+00 1.954972702996963818e+01
2.425279419355925725e-01 2.187459436675379720e+02
5.204237350482108226e-01 1.621061580747874871e+02
5.527420904115651901e-01 1.554098908183404717e+02
3.725351688534276118e+00 7.730219788034997919e+01
2.052995055390677059e+00 3.582402152346574553e+02
4.622410744736276555e+00 2.087375588412620004e+02
4.816169824685163636e-01 2.701302547476248606e+02
9.244848016311513206e-02 1.590624281338953665e+02
4.679244086962375704e+00 1.144236725198357902e+02
3.055966920147733745e+00 8.295248364315990841e+01
3.549187243469871245e-01 2.343953071614437533e+02
9.122368044585615898e-02 3.162009825016283457e+02
1.309274791842999885e+00 8.135694914484652429e+01
3.026004909258139808e-01 1.509374128301551821e+02
2.025779669937342042e-01 6.055690291258760993e+01
6.231008712855443665e-01 1.480248849928729271e+02
1.429534724856290184e+00 7.771178299012751722e+01
2.795011175490521360e+00 1.950274206163724955e+02
2.225408125983057150e-01 1.141430854900018943e+02
1.306068162662164633e+00 6.327320659880850684e+01
1.262662383987700476e-01 2.776772461349937515e+01
2.045352995114659844e-01 4.440750048768205005e+00
5.690225081579813882e-01 2.311645375533626634e+02
5.224347963383910720e-01 3.596765548319707477e+02
1.706684338130881606e-01 2.453346084911096270e+01
2.802538435421686458e-01 3.654684449819938408e+01
2.386750177496912428e-01 3.263975009383490260e+02
4.432491239321645349e-01 2.821360296867810575e+02
1.708477797930978426e-01 2.152574440002115921e+02
1.569040327767921461e+00 1.533844858198827765e+01
3.791787159886574443e+00 2.110843493658570367e+02
1.349138627317316708e-01 2.004279574335907057e+02
3.255042850503879759e-01 1.348331200589977641e+02
3.315862371661355557e-01 1.731499061609806631e+02
1.622675703794556945e+00 2.225928064337657304e+02
2.736284772152385525e+00 1.709702404588358320e+02
3.194716615257708892e-01 6.374860011142583005e+01
1.996691685369263336e+00 5.875410560331403076e+01
7.030509020785666863e-01 7.071525782524159354e+01
5.704892882019609424e+00 1.265002404810749965e+02
4.709090381220308874e-01 1.132282351131211016e+02
1.298709770818403886e+00 3.383648161382134845e+01
4.055354016183066790e+00 3.510386113822140715e+02
1.215941678188072750e+00 2.712824678367493334e+02
7.513376168250207598e-02 8.098982803510000394e+01
9.677471510591484360e-02 2.917502321785092612e+00
1.324306781650339326e+00 2.098979468327629263e+02
5.118901340808399425e-01 1.556146435237305923e+02
1.746434507385699053e-01 2.014334195115877435e+02
2.262001719287136670e+00 3.140590810189688682e+02
1.034551675204475440e+00 2.225662830532305634e+02
1.052062378594743608e+00 2.169881257526947991e+02
7.337528392919789866e-02 2.871863966315413208e+01
3.126698718339555594e-01 3.201463869412448275e+02
2.431446494660864044e+00 7.814159079954609410e+01
6.854755564643528754e-01 3.207068080584850804e+02
3.285905866689135202e+00 2.729462604144371198e+02
4.166466991866977221e-01 3.416037568542004124e+02
1.721573065105893141e+00 3.195556124897258883e+02
4.983748732415819838e+00 1.680148945290792142e+02
9.054686492946517617e-01 3.105581298907344490e+02
2.510804471382839242e+00 3.171261041936082279e+02
2.221348350963674001e+00 2.081379664625705459e+02
1.685786033789826499e+00 2.175169321934968139e+02
1.564245326108129053e-01 1.974520582613026818e+02
4.198928399448681681e+00 3.458723219256611401e+02
7.366724328923675014e-01 1.602032213113422188e+02
8.835874673705677029e-01 2.804702660910983809e+02
1.798226128262563339e-01 8.233698473755609371e+01
1.264441364656869071e+00 1.108089852961949759e+02
9.150457327738077407e-01 2.680114220773640454e+02
2.001445875424629151e+00 1.215730118599260834e+02
9.292775145843115148e-01 3.981114687866168822e+01
2.419412068944553074e-01 3.081033171297735862e+02
7.676529240511642538e-01 2.802895222163714379e+02
2.657457850363009744e-01 6.031687372771519762e+01
1.086227263820552791e+00 1.805352712621329374e+02
2.551590148584532702e-01 2.907122515486684620e+02
1.149208031008101871e+00 2.392483503737947501e+02
8.494859181892189248e-02 2.688082522373293273e+02
5.222838234521728573e+00 2.430791699884089212e+02
4.301006584145128375e-01 2.992351925839786730e+01
2.615616827591116245e-01 1.426945817238252232e+02
2.839621195981534285e-02 4.837961731386641873e-01
3.763025272589608949e+00 1.200624291546644713e+02
2.839151050683808020e+00 9.847941925634762583e+01
8.373260715516885888e-01 2.608933261402732455e+02
4.288658776159210984e-01 3.086976675715607712e+02
1.654800809651009841e+00 3.176581626612112359e+02
3.262998481040831678e+00 1.759218030776643786e+02
1.319026818095142550e+00 2.659518147393232823e+01
2.204341179146634744e+00 2.748182640980144953e+01
1.070319252450628422e+00 1.822432485559151871e+02
2.838709038808846508e-01 1.096921982122958497e+02
5.280655423169156037e-02 1.806841128102258835e+02
1.506953435952102405e+00 5.113563998661832244e+01
2.691586428032533895e+00 2.849137443854537111e+01
3.021978842144765753e-01 1.560509039604443160e+02
4.192075547857754270e-01 2.873565850193360802e+02
7.543135339363298275e-01 2.843264576593670085e+02
8.184157090590939987e-01 2.023584549625621207e+02
9.955299252423730483e-01 3.300624450674066566e+02
2.693431089622909891e+00 3.597921451809817768e+02
6.441145798159295666e-01 1.150305808658540911e+02
1.341688690205894208e+00 3.247353354657674345e+02
